ID_Number,Common_Name,Genus,Species,Family,Block,Light,Treatment,Bud_growth,Leaf_biomass,PhEf_052519,PhEf_061819,Eggs,Hatch_rate,Avg_gall_w,POX_Gua,POX_Ole,PPO_Caf,PPO_Cat,BG,CHI,Protein,Phenolics,TI,Carbohydrates,Lignin,Oleuropein
449,WhiteFringeTree,Chionanthus,C. virginicus,Oleacea,1,Sun,MeJA,260,0,0.4165,NA,5,0.8,0.93,1.628592207,0.749011721,0.094251128,1.384232214,1.00088886,1.209675707,1.859394187,7.776935484,6.369828132,26.5,0.479199179,25.9
450,WhiteFringeTree,Chionanthus,C. virginicus,Oleacea,8,Sun,MeJA,601,27.2,NA,0.5215,5,0.6,1.023333333,1.382298118,0.298876657,0.03752411,0.675341439,0.957695305,0.747356479,3.60212853,7.829032258,5.38728893,26.6171875,0.472578586,1.01
451,WhiteFringeTree,Chionanthus,C. virginicus,Oleacea,4,Sun,Control,984,96.3,0.5345,0.79,5,0.4,0.95,0.96684634,0.675510689,0.444479545,1.525117909,1.256927024,1.338582445,2.264633647,7.466451613,8.839102106,27.18359375,0.67045324,62.54
452,WhiteFringeTree,Chionanthus,C. virginicus,Oleacea,7,Shade,MeJA,137.95,36.3,0.762,0.8055,4,0.75,0.99,1.690837392,1.601733905,5.110452716,0.199476358,1.859844986,1.013579296,2.242120344,7.701451613,4.930948505,23.58984375,0.759594793,1.48
454,WhiteFringeTree,Chionanthus,C. virginicus,Oleacea,6,Shade,MeJA,61.75,9.9,0.502,0.8705,4,0.5,2.45,1.388668308,1.170975189,0.495409538,0.068157857,NA,0.950723406,5.335652886,7.924193548,5.876317239,35.0546875,0.646234031,0
455,WhiteFringeTree,Chionanthus,C. virginicus,Oleacea,5,Sun,MeJA,75,57.2,0.6385,0.501,5,0.6,0.85,1.515043168,1.368045525,3.149798161,0.09235866,NA,0.88278132,3.783258289,7.842258065,4.004865195,26.71484375,0.72578248,7.96
456,WhiteFringeTree,Chionanthus,C. virginicus,Oleacea,3,Shade,Control,124.32,39.5,0.7075,0.9015,5,0.2,0.96,0.895007945,1.292052656,1.518274596,NA,1.032729738,0.64618299,6.353868195,7.800322581,4.33849184,21.734375,0.621153469,50.08
457,WhiteFringeTree,Chionanthus,C. virginicus,Oleacea,8,Sun,Control,407.32,139.7,0.6445,0.7493,5,0.8,0.95,0.951129447,1.256053382,6.202251076,0.322806823,2.18187241,0.988472867,1.96479738,8.097419355,5.956484467,32.203125,0.450301642,44.85
458,WhiteFringeTree,Chionanthus,C. virginicus,Oleacea,5,Sun,MeJA,66.32,59.6,0.597,0.388,4,0.5,1.01,1.456246442,0.754679689,0.273978649,1.363916858,1.895129104,1.289093957,2.049733934,7.888548387,8.434756328,24.48828125,0.650659019,2.59
459,WhiteFringeTree,Chionanthus,C. virginicus,Oleacea,2,Shade,Control,251.9,87.1,0.784,0.7715,4,1,0.803333333,0.785709934,1.317632156,2.656613688,0.187511666,0.75837617,0.758316718,4.689930413,7.546935484,3.497891705,18.0234375,0.664221101,10.84
460,WhiteFringeTree,Chionanthus,C. virginicus,Oleacea,1,Sun,Control,625,0.4,0.3755,0.5335,4,0.75,1.1275,0.363012197,0.310423673,0.030711179,0.441742695,0.836837451,0.440357992,5.217969709,7.731290323,0,23.39453125,0.534747978,39.35
461,WhiteFringeTree,Chionanthus,C. virginicus,Oleacea,5,Sun,Control,483,1.6,0.676,0.652,7,1,1.535714286,0.685133765,1.173323254,1.967978377,0.220245467,1.296243326,0.390432901,6.769340974,7.600967742,2.255799283,21.5,0.512842599,56.78
462,WhiteFringeTree,Chionanthus,C. virginicus,Oleacea,8,Sun,Control,690,0,0.33,0.35,5,0.6,2.213333333,0.463948814,0.694283488,1.489823133,0.106458676,0.895535124,0.44811693,5.571019239,7.672903226,2.709444883,23.6875,0.463306378,18.91
